naics_2007_us_code,wage_offer_from_9089,wage_offer_unit_of_pay_9089,country_of_citzenship,employer_state,pw_level_9089,case_status,class_of_admission
522320.0,106080.0,2.0,57,5,3,2,16
325188.0,66000.0,2.0,57,46,1,2,16
517212.0,89000.0,2.0,142,9,1,2,16
448140.0,90000.0,2.0,57,20,0,2,16
33441.0,85388.0,2.0,85,20,3,2,16
54151.0,85000.0,2.0,26,4,1,2,16
541511.0,89544.0,2.0,57,33,2,2,16
541990.0,105643.0,2.0,57,36,2,2,16
211.0,108202.0,2.0,26,46,1,2,16
335122.0,47715.0,2.0,126,36,0,2,16
541511.0,81827.0,2.0,57,46,1,2,16
541720.0,88026.0,2.0,113,5,1,2,16
45399.0,66000.0,2.0,57,4,1,2,16
52232.0,75000.0,2.0,57,4,0,2,16
541511.0,124000.0,2.0,57,4,3,2,16
52232.0,90660.0,2.0,57,4,1,2,16
541511.0,90000.0,2.0,106,40,1,2,16
511210.0,90480.0,2.0,57,4,1,2,16
541511.0,124000.0,2.0,57,4,3,2,16
334413.0,129110.5,2.0,66,4,2,2,26
423990.0,68349.0,2.0,126,4,1,2,6
541511.0,154500.0,2.0,24,4,3,2,16
326199.0,118000.0,2.0,24,33,3,2,16
33441.0,85000.0,2.0,57,20,0,2,16
54161.0,116000.0,2.0,57,40,3,2,16
621210.0,86154.0,2.0,36,4,0,2,16
611310.0,41360.0,2.0,93,25,0,2,16
446110.0,144165.0,2.0,57,23,3,2,16
5416.0,78000.0,2.0,57,15,1,2,16
541511.0,76170.0,2.0,57,36,1,0,16
425110.0,101000.0,2.0,126,4,1,2,17
541511.0,76170.0,2.0,57,36,1,2,16
611310.0,46000.0,2.0,63,15,1,2,16
541512.0,41995.0,2.0,57,10,0,2,16
541511.0,80000.0,2.0,57,8,1,2,16
541511.0,80500.0,2.0,57,21,1,2,16
541710.0,88011.0,2.0,63,21,0,2,16
334220.0,84261.0,2.0,57,21,1,2,16
621111.0,160000.0,2.0,57,42,0,2,16
611310.0,52811.0,2.0,57,48,0,2,16
621111.0,160000.0,2.0,66,29,0,0,16
611310.0,82000.0,2.0,24,53,0,2,16
541511.0,84552.0,2.0,57,40,3,0,16
611310.0,60000.0,2.0,138,42,0,2,24
611310.0,60412.0,2.0,3,4,0,2,16
541519.0,89794.0,2.0,57,23,3,2,16
54151.0,70824.0,2.0,57,23,2,2,16
336413.0,65354.0,2.0,126,15,0,2,16
541511.0,61984.0,2.0,57,9,1,2,16
541511.0,89024.0,2.0,57,33,2,2,16
541330.0,155000.0,2.0,26,15,2,2,16
541511.0,140000.0,2.0,57,29,3,3,26
454111.0,82701.0,2.0,57,51,1,2,16
541519.0,78083.0,2.0,57,4,1,0,16
541511.0,78000.0,2.0,57,10,1,2,16
541910.0,78520.0,2.0,57,15,2,2,16
621511.0,170955.0,2.0,75,22,2,2,16
541330.0,78000.0,2.0,57,15,2,2,16
611310.0,51000.0,2.0,117,1,0,2,16
541330.0,96000.94,2.0,85,9,3,2,16
541511.0,85446.0,2.0,57,9,2,2,16
621111.0,90000.0,2.0,57,20,0,2,16
812331.0,56680.0,2.0,27,9,1,2,16
326291.0,52000.0,2.0,57,40,1,2,16
561621.0,70366.0,2.0,126,36,1,2,16
541512.0,60000.0,2.0,57,33,0,2,16
333120.0,80964.0,2.0,57,15,3,2,16
515120.0,55827.0,2.0,57,4,0,2,16
611310.0,52000.0,2.0,24,19,0,2,16
54151.0,84885.0,2.0,57,29,1,2,16
541110.0,125000.0,2.0,24,21,3,2,16
523930.0,150000.0,2.0,63,36,3,2,16
541511.0,78000.0,2.0,57,37,3,2,16
541511.0,89378.0,2.0,57,24,2,2,16
541511.0,81827.0,2.0,57,46,1,2,16
541511.0,95000.0,2.0,57,15,2,2,16
541511.0,105373.0,2.0,57,33,3,2,10
541330.0,73819.0,2.0,57,10,1,2,16
621111.0,150000.0,2.0,105,5,0,2,16
541330.0,90210.0,2.0,116,10,2,2,16
332410.0,67392.0,2.0,26,20,1,2,16
523110.0,150000.0,2.0,57,36,0,2,16
511210.0,87500.0,2.0,57,5,1,2,16
54171.0,120000.0,2.0,57,25,3,2,16
511210.0,88650.0,2.0,57,5,1,2,16
5415.0,92331.0,2.0,57,4,1,3,16
541511.0,93600.0,2.0,57,15,2,2,16
54133.0,77522.0,2.0,57,15,1,2,16
541511.0,67122.0,2.0,57,33,1,2,16
621111.0,350000.0,2.0,57,13,1,2,16
541710.0,71406.0,2.0,57,21,1,2,16
541614.0,71297.0,2.0,57,18,1,2,16
523130.0,80000.0,2.0,57,15,1,2,16
541511.0,93600.0,2.0,57,15,2,2,16
5415.0,90000.0,2.0,47,5,0,2,26
541511.0,73000.0,2.0,57,33,1,2,16
541512.0,40893.0,2.0,57,46,0,2,16
541511.0,93600.0,2.0,57,15,2,2,16
541511.0,75000.0,2.0,57,33,1,2,16
22111.0,100000.0,2.0,106,36,0,2,16
423450.0,82856.0,2.0,18,4,0,2,16
541330.0,114996.0,2.0,136,4,1,2,16
621491.0,77522.0,2.0,57,4,3,2,16
5415.0,69500.0,2.0,57,16,1,2,16
523110.0,77000.0,2.0,57,36,1,2,16
541511.0,80000.0,2.0,12,40,1,2,16
524130.0,96574.0,2.0,57,37,3,2,16
541211.0,175302.0,2.0,57,33,3,2,16
236220.0,95118.0,2.0,57,33,1,2,16
541330.0,125000.0,2.0,57,4,1,2,16
541310.0,58240.0,2.0,24,4,0,2,16
541511.0,93600.0,2.0,57,15,2,2,16
541511.0,94619.0,2.0,57,36,3,2,16
541710.0,71406.0,2.0,57,21,1,2,16
611310.0,45880.0,2.0,138,16,0,2,16
541511.0,105373.0,2.0,57,33,3,2,10
23.0,95000.0,2.0,24,4,3,2,16
5415.0,98530.0,2.0,57,4,1,3,16
54151.0,88650.0,2.0,26,29,1,2,16
541511.0,95000.0,2.0,26,36,1,2,16
334111.0,110000.0,2.0,57,4,2,2,16
611310.0,190000.0,2.0,45,36,0,2,16
611310.0,80000.0,2.0,26,5,0,2,16
33911.0,131685.0,2.0,131,4,3,2,16
54151.0,87922.0,2.0,57,29,2,0,26
54161.0,118000.0,2.0,57,40,3,2,16
337110.0,47362.0,2.0,116,4,2,0,7
331111.0,131000.0,2.0,57,46,3,2,16
541511.0,82000.0,2.0,57,36,2,2,16
515210.0,62000.0,2.0,57,40,0,2,16
541511.0,96054.0,2.0,57,20,2,2,16
541330.0,82722.0,2.0,19,21,1,0,16
541511.0,70000.0,2.0,57,33,0,2,16
622110.0,55183.0,2.0,57,40,0,0,16
445291.0,34798.0,2.0,116,40,3,2,3
541211.0,86674.0,2.0,103,33,3,2,16
541330.0,70000.0,2.0,59,46,0,2,16
541511.0,103834.0,2.0,57,9,3,2,16
541511.0,68661.0,2.0,57,33,0,2,16
611620.0,57429.0,2.0,116,48,1,2,3
541511.0,93600.0,2.0,57,15,2,2,16
561510.0,86000.0,2.0,57,15,2,2,16
551114.0,207270.0,2.0,138,20,2,2,16
334413.0,110552.0,2.0,57,4,2,2,16
54151.0,73590.0,2.0,57,23,2,2,16
523110.0,200000.0,2.0,133,36,2,2,16
541511.0,89378.0,2.0,57,24,2,2,16
541519.0,120806.0,2.0,57,4,3,2,16
541511.0,78374.0,2.0,26,46,1,2,16
541511.0,93600.0,2.0,57,15,2,2,16
511210.0,62296.0,2.0,57,4,0,2,16
541810.0,105000.0,2.0,85,46,3,2,16
33441.0,145000.0,2.0,116,4,2,0,16
541710.0,67320.0,2.0,106,33,0,2,16
541710.0,103900.0,2.0,57,20,1,2,16
541511.0,93600.0,2.0,57,15,2,2,16
541810.0,121500.0,2.0,89,36,1,2,10
611310.0,40383.84,2.0,26,38,0,2,16
518112.0,130000.0,2.0,57,4,3,2,35
541710.0,78391.0,2.0,24,5,1,2,16
511210.0,72114.0,2.0,57,43,2,2,16
54151.0,131250.0,2.0,57,4,1,2,16
541511.0,93600.0,2.0,57,15,2,2,16
541519.0,97500.0,2.0,57,4,1,2,16
541511.0,129251.0,2.0,116,4,3,2,26
334111.0,106876.0,2.0,57,4,2,2,16
23713.0,157248.0,2.0,26,4,2,2,28
541611.0,82000.0,2.0,57,15,1,2,16
541511.0,93600.0,2.0,57,15,2,2,16
316211.0,95098.0,2.0,57,25,3,2,16
517910.0,64938.0,2.0,105,23,0,2,16
813110.0,47133.0,2.0,18,20,2,2,3
541519.0,101090.0,2.0,97,33,2,2,16
541511.0,97178.0,2.0,57,4,1,2,16
541511.0,93600.0,2.0,57,15,2,2,16
112340.0,52874.0,2.0,62,24,3,0,6
541512.0,60736.0,2.0,57,9,0,2,16
541512.0,90000.0,2.0,57,17,3,2,16
621111.0,180000.0,2.0,27,9,0,2,16
33441.0,125000.0,2.0,57,20,3,2,35
54151.0,93583.5,2.0,57,4,0,2,16
541511.0,94619.0,2.0,57,36,3,2,16
54151.0,140000.0,2.0,57,4,2,2,16
621610.0,24357.0,2.0,102,4,0,3,3
5415.0,80000.0,2.0,57,4,1,2,16
722110.0,47840.0,2.0,116,48,2,2,10
334112.0,130000.0,2.0,116,4,2,2,16
486210.0,82200.0,2.0,136,46,2,2,16
541511.0,113651.0,2.0,59,4,3,2,16
488510.0,45781.0,2.0,126,4,1,2,22
238210.0,83200.0,2.0,102,4,3,0,16
3344.0,71115.0,2.0,26,46,0,2,16
326160.0,80579.0,2.0,26,4,3,2,16
541511.0,73000.0,2.0,57,33,1,2,16
541511.0,75300.0,2.0,57,40,2,2,16
334220.0,80340.0,2.0,57,4,1,2,16
51121.0,94454.0,2.0,93,51,2,2,16
814110.0,23462.0,2.0,102,4,1,0,2
334111.0,100000.0,2.0,57,4,1,2,16
424910.0,68952.0,2.0,116,4,1,2,27
814110.0,23462.0,2.0,102,4,1,2,3
541512.0,101088.0,2.0,57,36,2,2,16
541710.0,47382.0,2.0,57,4,0,2,16
2211.0,60000.0,2.0,65,40,0,2,16
541511.0,94619.0,2.0,57,36,3,2,16
561310.0,46488.0,2.0,102,46,1,0,16
423990.0,116438.0,2.0,116,4,2,2,28
236220.0,39416.0,2.0,102,11,0,0,26
541511.0,73000.0,2.0,57,33,1,2,16
541511.0,93600.0,2.0,57,15,2,2,16
524126.0,92000.0,2.0,133,20,1,2,16
3336.0,73900.0,2.0,26,16,1,2,16
45399.0,100000.0,2.0,57,23,3,2,16
454111.0,105000.0,2.0,26,4,1,2,16
541511.0,89378.0,2.0,57,24,2,2,16
541330.0,97989.0,2.0,57,20,3,2,16
54151.0,70824.0,2.0,57,23,2,2,16
54161.0,105124.0,2.0,57,40,1,2,16
54121.0,82424.0,2.0,26,29,3,2,16
541511.0,67704.0,2.0,57,46,1,2,16
541512.0,52000.0,2.0,105,9,1,2,16
325411.0,126355.71,2.0,57,36,3,2,16
621610.0,103813.0,2.0,102,4,1,2,3
541519.0,125000.0,2.0,57,33,2,2,16
541810.0,104104.0,2.0,85,46,3,0,16
541511.0,105373.0,2.0,57,33,3,2,10
611310.0,59175.0,2.0,117,37,0,2,16
511210.0,105000.0,2.0,57,15,1,2,16
519190.0,85000.0,2.0,57,36,1,2,16
51121.0,91557.0,2.0,26,51,1,2,16
541511.0,68661.0,2.0,57,33,0,2,16
541511.0,76170.0,2.0,57,23,2,2,16
541511.0,130000.0,2.0,18,4,1,2,16
541511.0,79310.0,2.0,57,48,1,2,16
336111.0,88000.0,2.0,45,18,0,2,7
33911.0,75000.0,2.0,126,33,1,2,16
42339.0,85738.0,2.0,142,9,3,2,16
541512.0,52000.0,2.0,101,9,1,2,16
541511.0,105373.0,2.0,57,33,3,2,16
54161.0,86000.0,2.0,57,40,1,2,16
541511.0,100000.0,2.0,57,15,2,2,16
611310.0,60000.0,2.0,108,10,0,2,16
445110.0,105560.0,2.0,102,9,0,2,16
611310.0,70000.0,2.0,59,46,0,0,16
611310.0,63856.0,2.0,116,4,0,2,7
541511.0,89378.0,2.0,57,24,2,2,26
325411.0,113000.0,2.0,57,15,3,2,16
523110.0,117312.0,2.0,57,36,3,2,16
516110.0,88650.0,2.0,57,36,1,2,16
334220.0,74526.0,2.0,24,46,2,2,26
541512.0,105000.0,2.0,84,6,2,0,17
541511.0,76170.0,2.0,57,23,2,2,10
622110.0,166400.0,2.0,125,40,0,2,16
517910.0,81557.0,2.0,57,46,1,2,16
4889.0,148478.72,2.0,24,7,3,2,39
611310.0,51177.0,2.0,66,10,1,2,16
42322.0,87339.0,2.0,126,24,3,2,7
541910.0,49608.0,2.0,57,15,0,2,16
541511.0,76170.0,2.0,57,23,2,2,10
541330.0,105532.0,2.0,102,46,3,2,16
334413.0,104000.0,2.0,116,4,1,2,16
541710.0,88848.0,2.0,63,33,2,2,16
541511.0,83200.0,2.0,27,21,1,2,16
321991.0,95000.0,2.0,57,51,2,2,16
561320.0,56784.0,2.0,57,4,0,2,16
541511.0,76170.0,2.0,57,23,2,0,10
511199.0,46800.0,2.0,27,29,1,2,16
33411.0,110032.0,2.0,57,4,3,2,16
54133.0,38418.0,2.0,35,33,3,2,9
541511.0,105373.0,2.0,57,33,3,2,16
541512.0,143750.0,2.0,57,4,1,2,16
511210.0,72000.0,2.0,138,15,0,2,26
621310.0,46925.0,2.0,116,46,0,2,10
524130.0,125000.0,2.0,90,33,3,2,16
541511.0,109554.0,2.0,57,33,3,2,16
541511.0,50440.0,2.0,57,8,0,2,16
541710.0,76211.0,2.0,57,3,1,2,16
511130.0,73000.0,2.0,57,36,1,2,16
211111.0,136140.0,2.0,27,46,2,2,26
523110.0,111966.0,2.0,24,29,2,2,16
623110.0,81307.0,2.0,57,15,1,2,16
541511.0,64805.0,2.0,57,4,1,2,16
621492.0,80000.0,2.0,57,20,2,2,16
541330.0,36858.0,2.0,116,4,0,2,3
541519.0,96366.0,2.0,57,23,3,2,16
541910.0,97850.0,2.0,42,37,0,0,26
523920.0,110000.0,2.0,57,4,2,2,35
621111.0,128731.0,2.0,57,45,0,2,16
511210.0,90480.0,2.0,57,4,1,2,16
541511.0,100714.0,2.0,57,4,2,2,16
333120.0,80964.0,2.0,57,15,3,2,16
334112.0,117250.0,2.0,26,4,3,2,16
541330.0,70408.0,2.0,57,36,1,2,16
54142.0,50918.0,2.0,18,15,2,2,16
611310.0,135000.0,2.0,133,20,0,2,16
541519.0,60000.0,2.0,26,8,0,2,16
54171.0,58058.0,2.0,85,25,1,2,16
237990.0,90251.0,2.0,57,5,2,2,16
54151.0,81266.0,2.0,45,29,1,2,26
541511.0,75000.0,2.0,57,6,1,2,35
524114.0,70325.0,2.0,57,45,3,2,16
541511.0,70000.0,2.0,57,9,0,2,16
541511.0,57970.0,2.0,57,16,1,2,16
523110.0,250000.0,2.0,45,36,3,2,16
334220.0,64904.0,2.0,85,46,2,2,26
541211.0,70179.0,2.0,126,46,2,2,16
541211.0,56992.0,2.0,116,4,1,2,16
622110.0,163259.0,2.0,17,6,1,2,16
541511.0,102190.0,2.0,57,33,3,2,35
237990.0,175000.0,2.0,24,4,3,2,16
623110.0,71406.0,2.0,102,4,1,2,16
511210.0,22.62,1.0,129,9,0,2,16
541511.0,65645.0,2.0,57,52,1,0,16
425110.0,45198.0,2.0,116,4,0,2,10
611110.0,50100.0,2.0,105,43,3,2,16
525110.0,120000.0,2.0,57,29,3,2,16
622110.0,155000.0,2.0,57,40,0,2,16
522110.0,66000.0,2.0,57,22,1,2,16
523110.0,100000.0,2.0,18,41,3,2,26
611310.0,52659.0,2.0,26,23,0,2,16
541330.0,98405.0,2.0,57,46,3,2,16
541330.0,87173.0,2.0,57,35,3,2,16
453210.0,64177.0,2.0,93,20,0,2,16
541613.0,154149.0,2.0,42,36,2,2,17
541511.0,99000.0,2.0,57,10,3,0,16
621111.0,200000.0,2.0,133,15,0,0,28
541511.0,35.69,1.0,57,33,1,2,16
5415.0,91902.0,2.0,36,39,2,2,26
611310.0,62500.0,2.0,19,53,0,2,16
551112.0,130000.0,2.0,26,15,1,2,16
541519.0,128900.0,2.0,62,36,3,2,26
551112.0,112500.0,2.0,57,15,3,2,16
541511.0,111384.0,2.0,118,4,3,2,28
541511.0,90043.0,2.0,57,4,1,2,16
333120.0,80964.0,2.0,57,15,3,2,16
541511.0,109658.0,2.0,57,15,1,2,16
622110.0,37918.0,2.0,102,2,1,2,16
541511.0,101858.0,2.0,57,8,3,2,16
448140.0,90000.0,2.0,57,20,0,2,16
624120.0,73778.0,2.0,102,15,0,2,16
541519.0,101090.0,2.0,57,33,2,2,16
52392.0,114340.0,2.0,24,4,3,2,16
483112.0,91500.0,2.0,102,4,2,2,16
3261.0,86817.5,2.0,5,23,1,2,26
523110.0,152500.0,2.0,57,36,2,2,16
541211.0,47500.0,2.0,26,9,1,2,16
541710.0,83200.0,2.0,106,21,1,2,16
541511.0,73000.0,2.0,57,29,1,2,16
511210.0,97178.0,2.0,26,4,1,2,26
541511.0,115000.0,2.0,57,15,2,2,16
541512.0,92685.0,2.0,57,4,3,2,16
541219.0,67767.0,2.0,26,40,1,2,16
33441.0,125200.0,2.0,24,4,3,0,16
541511.0,73000.0,2.0,57,29,1,0,16
541310.0,41000.0,2.0,36,36,0,2,16
336612.0,75000.0,2.0,57,15,1,2,16
541611.0,104562.0,2.0,57,36,3,2,16
33241.0,94078.0,2.0,24,40,3,2,16
541512.0,127300.0,2.0,26,4,1,2,26
51121.0,101311.0,2.0,97,51,2,2,16
541511.0,73000.0,2.0,57,29,1,0,16
541310.0,62670.0,2.0,25,21,1,2,16
541511.0,73000.0,2.0,57,29,1,2,16
51121.0,180000.0,2.0,24,51,3,2,16
541511.0,76150.0,2.0,57,33,1,2,16
541519.0,90480.0,2.0,57,4,1,2,16
51121.0,125684.0,2.0,57,51,3,2,16
541511.0,73000.0,2.0,57,29,1,2,16
236220.0,65042.0,2.0,125,4,0,3,16
541511.0,79394.0,2.0,57,4,1,2,16
541519.0,98530.0,2.0,57,4,1,2,16
51121.0,90000.0,2.0,72,51,0,2,16
551112.0,117312.0,2.0,57,15,3,2,16
51121.0,82701.0,2.0,133,51,1,2,16
51121.0,115320.0,2.0,57,51,2,2,26
33991.0,140000.0,2.0,42,33,3,2,16
541511.0,73000.0,2.0,57,33,1,2,16
541511.0,82347.0,2.0,57,24,1,2,16
541511.0,73000.0,2.0,57,33,1,2,16
541710.0,63000.0,2.0,26,21,1,2,16
541511.0,73000.0,2.0,57,33,1,2,16
541519.0,110000.0,2.0,57,4,2,2,16
541211.0,104562.0,2.0,65,36,3,2,16
54151.0,131518.0,2.0,57,4,3,2,16
423490.0,105220.0,2.0,57,40,3,2,16
33911.0,87693.0,2.0,24,46,3,2,39
541511.0,123656.0,2.0,57,15,2,2,16
334516.0,70000.0,2.0,116,23,1,2,16
541511.0,117312.0,2.0,57,33,3,2,16
483112.0,82036.0,2.0,57,9,3,2,16
541511.0,78728.0,2.0,57,32,1,2,16
541512.0,95326.0,2.0,57,37,3,2,16
336111.0,94000.0,2.0,57,18,1,2,16
333120.0,80964.0,2.0,57,15,3,2,16
541511.0,93600.0,2.0,57,15,2,2,16
611710.0,46717.0,2.0,116,10,1,2,16
541330.0,71124.0,2.0,57,15,2,2,16
541511.0,73000.0,2.0,57,33,1,2,16
541690.0,70.0,1.0,57,52,1,2,16
541511.0,93600.0,2.0,57,15,2,2,16
334413.0,88421.0,2.0,45,3,1,2,16
541519.0,70000.0,2.0,57,4,0,2,16
541511.0,73216.0,2.0,57,36,0,2,16
541511.0,93600.0,2.0,57,15,2,2,16
541380.0,52894.0,2.0,57,15,0,2,16
333111.0,94515.0,2.0,57,15,3,2,16
611710.0,104000.0,2.0,67,43,1,2,16
541511.0,81203.0,2.0,57,36,2,2,26
54161.0,115000.0,2.0,57,40,1,2,16
325412.0,95000.0,2.0,57,15,3,2,35
622110.0,163259.0,2.0,34,6,1,2,16
611310.0,41059.0,2.0,116,48,0,2,10
611310.0,150000.0,2.0,57,15,2,2,16
541511.0,113485.0,2.0,57,21,3,0,16
2211.0,71718.0,2.0,89,19,1,2,16
54171.0,87029.0,2.0,57,25,2,2,16
541519.0,108493.0,2.0,57,5,3,2,16
523920.0,115000.0,2.0,26,15,1,2,16
541519.0,90000.0,2.0,57,4,1,2,16
333314.0,100610.0,2.0,42,46,3,2,16
334111.0,72134.0,2.0,57,4,1,2,26
541511.0,105000.0,2.0,57,15,2,2,16
541519.0,105123.0,2.0,97,4,1,2,16
541511.0,87942.0,2.0,57,23,3,2,16
333120.0,86070.0,2.0,57,15,3,2,16
323110.0,83013.0,2.0,92,9,2,2,1
622110.0,150000.0,2.0,57,25,0,0,16
523920.0,125000.0,2.0,26,15,2,2,16
333993.0,76741.0,2.0,57,52,2,2,16
54161.0,102800.0,2.0,117,40,3,2,16
488490.0,82409.06,2.0,57,48,0,2,16
541519.0,98530.0,2.0,57,4,1,2,16
517910.0,55000.0,2.0,105,23,0,0,16
62322.0,23130.0,2.0,103,9,3,0,3
721120.0,81113.0,2.0,79,33,0,2,16
334310.0,88338.0,2.0,57,16,3,2,16
333312.0,85550.0,2.0,66,15,3,2,7
541511.0,60424.0,2.0,10,13,1,2,16
326111.0,40325.0,2.0,126,4,0,2,16
334413.0,76045.0,2.0,57,3,3,2,16
541511.0,105000.0,2.0,59,4,1,2,16
541511.0,69326.0,2.0,57,21,0,0,16
541519.0,90480.0,2.0,57,4,1,2,16
446191.0,62000.0,2.0,45,9,3,2,6
541511.0,105000.0,2.0,57,4,3,2,15
541330.0,80000.0,2.0,36,15,3,2,16
523110.0,120000.0,2.0,57,36,3,2,16
541519.0,117320.0,2.0,57,33,3,3,16
541511.0,92000.0,2.0,57,20,1,2,16
611310.0,77400.0,2.0,57,4,2,2,16
541511.0,109200.0,2.0,57,4,1,2,16
611310.0,61000.0,2.0,133,20,0,2,16
511210.0,82035.0,2.0,57,4,0,2,16
541519.0,97178.0,2.0,57,4,1,2,16
541611.0,90500.0,2.0,54,40,1,2,16
541512.0,156000.0,2.0,24,4,3,2,16
611310.0,152000.0,2.0,58,23,0,2,16
541511.0,108150.0,2.0,57,15,2,2,16
621610.0,81307.0,2.0,102,15,1,2,3
518112.0,110240.0,2.0,57,4,3,2,16
622310.0,58425.0,2.0,135,5,0,2,16
62111.0,275000.0,2.0,24,25,0,2,16
541511.0,80000.0,2.0,112,33,1,2,17
541512.0,89024.0,2.0,57,33,2,2,16
33441.0,96845.0,2.0,10,46,2,0,16
622110.0,100.0,1.0,78,18,0,2,16
541511.0,93600.0,2.0,57,15,2,2,16
541211.0,48963.0,2.0,97,48,0,0,16
339920.0,110000.0,2.0,57,50,3,2,16
511120.0,51000.0,2.0,89,48,0,2,16
541511.0,83512.0,2.0,57,4,1,2,16
54151.0,70000.0,2.0,89,10,1,2,16
551114.0,70000.0,2.0,97,33,1,2,16
3344.0,106371.2,2.0,116,46,1,2,16
541511.0,98405.0,2.0,57,48,2,2,16
56191.0,79830.0,2.0,24,40,0,2,16
541519.0,117320.0,2.0,57,33,3,2,16
523110.0,90000.0,2.0,126,36,1,2,16
333415.0,110323.0,2.0,57,52,2,2,16
541612.0,105477.0,2.0,57,4,3,2,16
511210.0,77272.0,2.0,57,24,1,2,16
541519.0,117420.0,2.0,57,33,3,2,16
611310.0,95306.0,2.0,116,48,3,2,16
523920.0,125000.0,2.0,57,4,3,2,16
541511.0,116501.0,2.0,57,33,1,0,16
611310.0,51504.9,2.0,57,1,0,2,16
454111.0,120806.0,2.0,57,4,3,2,16
624190.0,46000.0,2.0,18,4,0,2,10
541511.0,78500.0,2.0,116,37,1,2,16
512110.0,120000.0,2.0,24,4,0,2,39
333120.0,80964.0,2.0,57,15,3,2,16
561330.0,80725.0,2.0,69,4,1,2,10
611310.0,118000.0,2.0,26,15,0,2,10
621111.0,200000.0,2.0,45,51,0,2,16
541519.0,90480.0,2.0,57,4,1,2,16
541330.0,70000.0,2.0,57,15,0,2,16
51121.0,117000.0,2.0,57,51,2,2,16
523930.0,179130.0,2.0,57,4,3,2,16
561330.0,77480.0,2.0,57,46,1,2,16
541512.0,137500.0,2.0,57,4,0,2,16
541511.0,81370.0,2.0,57,3,1,2,16
541511.0,82514.0,2.0,57,48,1,2,16
511210.0,82035.0,2.0,143,4,0,2,16
51121.0,98946.0,2.0,57,51,3,2,16
541511.0,81370.0,2.0,57,3,1,2,16
33411.0,130000.0,2.0,57,4,3,2,16
51121.0,91125.0,2.0,45,51,1,2,16
311991.0,102544.0,2.0,66,12,3,0,7
4243.0,38064.0,2.0,116,4,0,2,7
51121.0,95000.0,2.0,5,51,2,2,8
221121.0,83616.0,2.0,57,35,2,2,16
541330.0,84198.0,2.0,57,4,1,0,10
2211.0,63400.0,2.0,57,40,0,2,16
541511.0,89814.0,2.0,57,8,2,2,16
72112.0,26000.0,2.0,26,39,3,2,8
332812.0,121326.0,2.0,57,4,1,2,16
72112.0,226000.0,2.0,26,39,3,2,8
611110.0,51043.0,2.0,133,46,1,2,16
334418.0,64418.0,2.0,57,46,0,2,16
334413.0,71282.0,2.0,57,4,1,2,16
541511.0,79206.0,2.0,5,8,1,2,8
611110.0,62057.0,2.0,126,40,2,2,16
541511.0,143000.0,2.0,32,4,3,2,16
541511.0,79206.0,2.0,57,8,1,2,16
541511.0,35.69,1.0,57,33,1,2,16
334111.0,67787.0,2.0,57,4,0,2,26
334111.0,85925.0,2.0,85,4,2,2,16
541611.0,120000.0,2.0,57,48,2,2,16
541511.0,35.69,1.0,57,33,1,2,16
541611.0,117200.0,2.0,57,48,2,0,16
541511.0,97094.0,2.0,57,33,2,2,35
541820.0,173638.0,2.0,24,36,3,2,16
541511.0,83990.0,2.0,57,33,1,2,35
4853.0,67808.0,2.0,97,36,2,0,3
323113.0,41288.0,2.0,85,4,3,0,9
541513.0,106000.0,2.0,57,20,3,2,16
541511.0,29182.0,2.0,57,38,0,2,16
54151.0,83200.0,2.0,57,40,0,2,16
511210.0,59467.0,2.0,57,9,1,2,16
333132.0,98966.0,2.0,53,46,3,2,16
541219.0,58800.0,2.0,58,40,1,2,16
54133.0,77792.0,2.0,26,23,1,2,16
541511.0,63752.0,2.0,57,10,0,2,16
5112.0,125882.0,2.0,24,40,1,2,16
541511.0,93500.0,2.0,57,46,1,2,16
611110.0,46500.0,2.0,102,29,1,2,16
541511.0,80288.0,2.0,57,21,1,2,16
5241.0,78126.0,2.0,57,38,3,2,16
541110.0,102752.0,2.0,102,33,1,2,16
511210.0,74277.0,2.0,57,9,2,2,16
621111.0,166400.0,2.0,57,20,0,2,16
524298.0,117590.0,2.0,57,4,1,2,16
523110.0,150000.0,2.0,57,36,1,2,16
4243.0,41163.0,2.0,116,10,1,2,16
33441.0,85200.0,2.0,93,46,1,0,16
562111.0,104915.0,2.0,57,46,3,2,16
611110.0,46500.0,2.0,102,29,1,2,16
541519.0,76752.0,2.0,57,45,2,2,16
334413.0,88192.0,2.0,57,4,3,2,16
622110.0,82618.0,2.0,57,36,0,2,16
541511.0,72862.0,2.0,57,52,2,2,16
5241.0,89858.0,2.0,57,36,2,2,16
541511.0,89024.0,2.0,57,33,2,2,16
923120.0,176527.0,2.0,57,52,0,2,16
541511.0,114296.0,2.0,57,48,3,2,16
541512.0,103834.0,2.0,57,20,3,2,16
713990.0,32000.0,2.0,138,48,0,0,16
334413.0,71282.0,2.0,57,4,1,2,16
621491.0,53200.08,2.0,57,24,0,2,16
2211.0,72495.08,2.0,57,19,1,2,16
334220.0,98821.0,2.0,57,4,2,2,10
541511.0,44574.0,2.0,57,20,0,2,17
611310.0,44476.0,2.0,26,46,0,2,16
541511.0,85446.0,2.0,57,9,2,2,16
541511.0,175302.0,2.0,57,33,3,2,35
54171.0,66227.0,2.0,26,46,2,2,16
541330.0,115742.0,2.0,57,46,2,2,16
333921.0,74173.0,2.0,26,45,2,2,16
23832.0,36982.0,2.0,37,48,2,0,40
541219.0,104563.0,2.0,13,40,3,2,26
